Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType
35,Male,Barzil,81516,True,False,Labor/Worker,Rural,Instagram,64,2,Entertainment,16,12,36,1,Night,1,9,Boredom,Tablet,Android,11:30 PM,3,7,At work,Wi-Fi
64,Male,Vietnam,40538,False,True,Students,Rural,YouTube,12,16,Comedy,21,14,7,8,Afternoon,4,6,Boredom,Tablet,Windows,7:25 PM,6,4,At work,Wi-Fi
29,Female,United States,83918,True,False,Labor/Worker,Rural,Facebook,35,6,Pranks,3,15,10,4,Night,1,9,Entertainment,Computer,iOS,10:15 PM,3,7,At school,Wi-Fi
26,Female,Philippines,34973,False,True,Students,Rural,TikTok,135,14,Jokes/Memes,10,16,47,85,Morning,7,3,Entertainment,Tablet,Android,9:55 AM,9,1,At home,Mobile Data
27,Male,United States,91155,True,False,Cashier,Rural,TikTok,62,1,Life Hacks,19,2,12,86,Morning,7,3,Boredom,Computer,iOS,9:55 AM,9,1,At home,Mobile Data
61,Male,United States,79500,True,True,Students,Urban,TikTok,207,17,Life Hacks,8,18,1,53,Night,1,9,Habit,Smartphone,Android,10:15 PM,3,7,At home,Mobile Data
34,Male,Vietnam,56575,True,False,Waiting staff,Urban,Instagram,197,11,Vlogs,7,12,25,58,Evening,5,5,Procrastination,Tablet,Android,4:25 PM,7,3,At school,Mobile Data
55,Female,Indonesia,62261,True,True,Waiting staff,Rural,YouTube,195,19,Trends,1,16,16,37,Night,1,9,Entertainment,Smartphone,Android,10:15 PM,3,7,At work,Mobile Data
24,Male,Barzil,47716,False,False,Waiting staff,Rural,Facebook,213,3,Gaming,12,13,5,49,Evening,5,5,Habit,Smartphone,Android,4:25 PM,7,3,At home,Mobile Data
63,Female,India,23236,False,True,Artist,Rural,YouTube,20,11,Entertainment,29,20,19,67,Evening,5,5,Entertainment,Smartphone,Android,4:25 PM,7,3,At home,Mobile Data
30,Female,United States,35848,False,False,driver,Rural,Instagram,155,5,ASMR,28,17,4,19,Morning,7,3,Entertainment,Smartphone,Android,9:55 AM,9,1,At work,Wi-Fi
57,Other,United States,22352,False,True,Students,Rural,YouTube,94,17,Life Hacks,5,18,6,1,Night,1,9,Entertainment,Smartphone,Android,10:15 PM,3,7,At school,Mobile Data
59,Male,Philippines,21932,False,False,Waiting staff,Rural,Instagram,109,7,Jokes/Memes,16,3,26,29,Night,1,9,Boredom,Smartphone,iOS,10:15 PM,3,7,At work,Mobile Data
26,Male,India,96449,True,True,Cashier,Rural,TikTok,113,10,Life Hacks,25,23,49,87,Evening,5,5,Boredom,Smartphone,iOS,4:25 PM,7,3,At school,Mobile Data
44,Male,Barzil,28556,False,False,driver,Rural,Facebook,55,11,Life Hacks,4,10,39,33,Afternoon,4,6,Habit,Tablet,MacOS,5:45 PM,6,4,At work,Mobile Data
19,Other,Germany,25498,False,True,Waiting staff,Rural,TikTok,53,3,Pranks,17,1,39,52,Morning,7,3,Entertainment,Smartphone,Android,9:55 AM,9,1,At school,Wi-Fi
22,Male,Vietnam,96118,True,True,Labor/Worker,Rural,YouTube,287,10,Trends,24,6,9,41,Afternoon,4,6,Entertainment,Smartphone,iOS,5:45 PM,6,4,At work,Wi-Fi
46,Male,Indonesia,70098,True,True,driver,Rural,TikTok,190,10,Trends,21,3,45,23,Afternoon,4,6,Entertainment,Smartphone,Android,5:45 PM,6,4,At home,Mobile Data
54,Male,Barzil,84386,True,True,driver,Rural,Facebook,196,14,Gaming,2,19,14,5,Evening,5,5,Procrastination,Smartphone,Android,4:25 PM,7,3,At home,Wi-Fi
55,Male,United States,29569,False,False,Students,Urban,TikTok,123,12,Entertainment,12,4,48,71,Night,1,9,Procrastination,Smartphone,Android,10:15 PM,3,7,At school,Mobile Data
36,Female,Philippines,76882,True,True,Labor/Worker,Rural,Facebook,264,15,Vlogs,1,29,9,57,Evening,5,5,Habit,Smartphone,Android,4:25 PM,7,3,At work,Mobile Data
25,Other,Indonesia,90393,True,False,Manager,Urban,Facebook,39,10,Entertainment,12,20,15,6,Evening,5,5,Habit,Smartphone,Android,4:25 PM,7,3,At home,Wi-Fi
62,Male,United States,20340,False,True,Waiting staff,Urban,TikTok,273,10,Comedy,12,23,37,49,Night,1,9,Entertainment,Tablet,Android,10:15 PM,3,7,At home,Wi-Fi
18,Female,Barzil,63949,True,False,Waiting staff,Rural,Instagram,107,19,Vlogs,12,3,20,22,Evening,5,5,Entertainment,Computer,Windows,4:25 PM,7,3,At work,Wi-Fi
39,Male,India,82443,True,True,Labor/Worker,Rural,YouTube,124,1,Gaming,19,8,8,77,Night,1,9,Habit,Smartphone,Android,10:15 PM,3,7,At home,Mobile Data
34,Male,Germany,94027,True,False,Labor/Worker,Rural,Instagram,285,10,Vlogs,25,8,32,76,Evening,5,5,Entertainment,Smartphone,MacOS,4:25 PM,7,3,At school,Mobile Data
24,Male,United States,20138,False,True,Labor/Worker,Rural,Instagram,290,2,Jokes/Memes,17,27,47,4,Afternoon,4,6,Boredom,Smartphone,Windows,5:45 PM,6,4,At home,Mobile Data
42,Male,Indonesia,20358,False,False,Cashier,Rural,TikTok,284,17,Gaming,20,29,21,72,Night,1,9,Boredom,Tablet,iOS,10:15 PM,3,7,At home,Mobile Data
62,Female,Indonesia,95250,True,True,Waiting staff,Urban,YouTube,270,7,Trends,24,7,41,64,Night,1,9,Boredom,Tablet,iOS,10:15 PM,3,7,At school,Mobile Data
21,Male,United States,50654,True,False,Waiting staff,Rural,YouTube,216,7,Trends,24,2,19,37,Evening,5,5,Procrastination,Tablet,MacOS,4:25 PM,7,3,At work,Mobile Data
53,Male,Pakistan,45879,False,True,Students,Rural,Instagram,220,9,Vlogs,26,21,29,31,Afternoon,4,6,Boredom,Smartphone,Windows,5:45 PM,6,4,At home,Mobile Data
23,Male,Barzil,75778,True,False,Artist,Rural,TikTok,224,2,ASMR,28,6,31,37,Evening,5,5,Entertainment,Tablet,iOS,4:25 PM,7,3,At home,Wi-Fi
48,Male,Pakistan,57772,True,True,Students,Rural,YouTube,49,14,Pranks,11,28,6,45,Afternoon,4,6,Habit,Smartphone,iOS,5:45 PM,6,4,At home,Wi-Fi
36,Female,Mexico,78478,True,False,Labor/Worker,Rural,Instagram,35,17,Entertainment,13,16,4,90,Morning,7,3,Boredom,Computer,iOS,9:55 AM,9,1,At home,Mobile Data
61,Female,Barzil,84353,True,True,Engineer,Urban,YouTube,36,1,Jokes/Memes,27,10,43,8,Evening,5,5,Boredom,Smartphone,Android,4:25 PM,7,3,At home,Mobile Data
56,Female,United States,46762,False,False,Artist,Rural,TikTok,199,9,Entertainment,8,4,29,40,Morning,7,3,Entertainment,Smartphone,Android,9:55 AM,9,1,At home,Mobile Data
44,Male,India,33283,False,True,Labor/Worker,Urban,TikTok,92,19,Gaming,10,13,42,97,Afternoon,4,6,Habit,Smartphone,Android,5:45 PM,6,4,At school,Mobile Data
27,Male,Philippines,83922,True,True,Labor/Worker,Rural,TikTok,179,4,Jokes/Memes,8,10,3,93,Afternoon,4,6,Entertainment,Smartphone,Android,5:45 PM,6,4,At home,Mobile Data
43,Male,United States,59420,True,True,Engineer,Urban,YouTube,176,8,Trends,20,21,1,5,Evening,5,5,Habit,Smartphone,iOS,4:25 PM,7,3,At school,Mobile Data
36,Male,Pakistan,75568,True,True,Waiting staff,Rural,Facebook,197,13,ASMR,8,14,44,28,Evening,5,5,Habit,Tablet,MacOS,4:25 PM,7,3,At school,Mobile Data
56,Male,India,40219,False,False,Waiting staff,Rural,YouTube,178,4,ASMR,9,9,15,81,Evening,5,5,Boredom,Smartphone,Android,4:25 PM,7,3,At work,Mobile Data
20,Female,Philippines,77169,True,True,Waiting staff,Rural,Facebook,298,9,Life Hacks,7,11,47,87,Night,1,9,Habit,Smartphone,iOS,10:15 PM,3,7,At work,Mobile Data
62,Female,United States,94965,True,False,driver,Rural,TikTok,238,9,Trends,14,23,21,9,Night,1,9,Habit,Smartphone,Windows,10:15 PM,3,7,At work,Mobile Data
30,Other,United States,66840,True,True,driver,Rural,Instagram,106,18,ASMR,28,18,46,2,Afternoon,4,6,Habit,Tablet,MacOS,5:45 PM,6,4,At school,Mobile Data
45,Male,India,64695,True,False,Students,Rural,Facebook,25,12,Jokes/Memes,2,11,31,63,Afternoon,4,6,Procrastination,Tablet,iOS,5:45 PM,6,4,At work,Mobile Data
37,Male,United States,97988,True,True,Engineer,Rural,TikTok,288,10,Gaming,25,17,7,96,Evening,5,5,Habit,Smartphone,Windows,4:25 PM,7,3,At school,Wi-Fi
45,Female,Philippines,78342,True,False,Students,Rural,TikTok,144,11,Trends,11,2,17,51,Evening,5,5,Habit,Computer,Android,4:25 PM,7,3,At home,Mobile Data
25,Female,United States,38951,False,True,Labor/Worker,Rural,Facebook,35,7,Jokes/Memes,8,3,19,31,Evening,5,5,Boredom,Smartphone,Android,4:25 PM,7,3,At home,Wi-Fi
58,Other,India,21307,False,False,Students,Rural,Instagram,21,9,ASMR,13,11,39,7,Evening,5,5,Procrastination,Tablet,Android,4:25 PM,7,3,At work,Wi-Fi
56,Male,India,55428,True,True,Labor/Worker,Rural,TikTok,81,6,Jokes/Memes,21,18,3,30,Afternoon,4,6,Entertainment,Tablet,Android,5:45 PM,6,4,At school,Wi-Fi
18,Female,India,95774,True,False,Waiting staff,Rural,Facebook,142,19,Entertainment,15,27,30,58,Night,1,9,Boredom,Tablet,Android,10:15 PM,3,7,At home,Mobile Data
20,Male,Vietnam,58975,True,True,Students,Urban,Instagram,115,16,ASMR,28,3,35,3,Evening,5,5,Boredom,Smartphone,Android,4:25 PM,7,3,At work,Mobile Data
30,Female,Germany,21140,False,False,Labor/Worker,Rural,Instagram,229,15,Pranks,3,26,29,51,Night,1,9,Habit,Tablet,Android,10:15 PM,3,7,At school,Mobile Data
45,Male,United States,44842,False,True,Labor/Worker,Rural,TikTok,186,7,Life Hacks,23,15,14,56,Night,1,9,Entertainment,Tablet,Android,10:15 PM,3,7,Commuting,Mobile Data
42,Male,United States,46421,False,False,Cashier,Rural,YouTube,291,16,Vlogs,14,11,35,73,Afternoon,4,6,Entertainment,Tablet,Android,5:45 PM,6,4,At work,Mobile Data
50,Male,Barzil,21708,False,True,Artist,Rural,YouTube,142,5,Vlogs,15,11,28,10,Evening,5,5,Habit,Smartphone,Windows,4:25 PM,7,3,At home,Mobile Data
55,Female,United States,23630,False,False,Waiting staff,Urban,TikTok,31,16,Jokes/Memes,2,28,30,61,Night,1,9,Boredom,Tablet,Android,10:15 PM,3,7,Commuting,Wi-Fi
23,Male,Pakistan,39595,False,True,Students,Rural,Instagram,278,1,Vlogs,29,28,26,50,Night,1,9,Habit,Smartphone,Android,10:15 PM,3,7,At home,Mobile Data
61,Other,United States,96021,True,True,Students,Rural,TikTok,170,19,Pranks,19,25,7,47,Night,1,9,Boredom,Tablet,iOS,10:15 PM,3,7,At school,Mobile Data
62,Male,India,48308,False,True,Labor/Worker,Rural,Facebook,116,5,Life Hacks,12,20,39,90,Afternoon,4,6,Procrastination,Computer,iOS,5:45 PM,6,4,At home,Mobile Data
49,Male,United States,64789,True,True,Students,Rural,YouTube,288,7,Gaming,25,28,31,1,Night,1,9,Boredom,Smartphone,Android,10:15 PM,3,7,At home,Mobile Data
62,Female,Vietnam,75690,True,False,Labor/Worker,Rural,Facebook,244,19,Pranks,20,25,5,94,Evening,5,5,Procrastination,Tablet,iOS,4:25 PM,7,3,At school,Wi-Fi
64,Male,India,46086,False,True,Labor/Worker,Rural,TikTok,27,5,Gaming,4,11,35,57,Evening,5,5,Procrastination,Smartphone,Windows,4:25 PM,7,3,At home,Mobile Data
38,Female,Mexico,36859,False,False,Waiting staff,Rural,TikTok,251,17,Vlogs,3,19,47,38,Night,1,9,Habit,Tablet,Android,10:15 PM,3,7,At work,Wi-Fi
33,Male,India,27684,False,True,Cashier,Rural,Instagram,126,8,Life Hacks,5,28,14,62,Afternoon,4,6,Habit,Tablet,iOS,5:45 PM,6,4,At home,Mobile Data
38,Male,Japan,21207,False,False,Students,Rural,Instagram,295,1,Trends,3,1,36,79,Night,1,9,Habit,Computer,Android,10:15 PM,3,7,At school,Mobile Data
28,Male,Philippines,66099,True,True,Manager,Rural,Instagram,291,2,Life Hacks,25,27,27,89,Evening,5,5,Procrastination,Tablet,MacOS,4:25 PM,7,3,Commuting,Mobile Data
54,Male,United States,87496,True,False,Students,Rural,Facebook,153,15,Jokes/Memes,15,5,24,70,Afternoon,4,6,Procrastination,Computer,Android,5:45 PM,6,4,At work,Mobile Data
53,Other,Philippines,86093,True,True,Students,Rural,Instagram,214,18,ASMR,19,10,40,82,Evening,5,5,Boredom,Computer,iOS,4:25 PM,7,3,At school,Mobile Data
52,Male,Indonesia,49689,False,False,Labor/Worker,Rural,TikTok,48,11,Life Hacks,2,10,29,65,Afternoon,4,6,Entertainment,Tablet,Windows,5:45 PM,6,4,At work,Wi-Fi
36,Female,Pakistan,68651,True,True,driver,Urban,Instagram,163,10,ASMR,12,14,45,62,Afternoon,4,6,Habit,Tablet,Windows,5:45 PM,6,4,At work,Mobile Data
37,Male,United States,33893,False,False,Students,Urban,YouTube,185,4,Life Hacks,5,2,22,56,Night,1,9,Entertainment,Tablet,MacOS,10:15 PM,3,7,Commuting,Mobile Data
35,Male,Pakistan,86418,True,True,Students,Urban,Instagram,250,5,Jokes/Memes,22,4,8,67,Morning,7,3,Entertainment,Tablet,Android,9:55 AM,9,1,At home,Mobile Data
64,Male,Philippines,80011,True,False,Waiting staff,Urban,Facebook,143,4,Pranks,17,2,15,17,Night,1,9,Entertainment,Tablet,Windows,10:15 PM,3,7,At school,Mobile Data
58,Male,India,58635,True,True,Students,Rural,YouTube,55,13,Vlogs,14,18,49,8,Night,1,9,Habit,Smartphone,Android,10:15 PM,3,7,At school,Wi-Fi
31,Male,Japan,76115,True,False,Waiting staff,Rural,YouTube,59,13,Entertainment,28,13,5,60,Morning,7,3,Entertainment,Smartphone,Windows,9:55 AM,9,1,At school,Mobile Data
32,Male,India,98405,True,True,Waiting staff,Rural,YouTube,175,18,Entertainment,27,19,4,40,Evening,5,5,Habit,Computer,Windows,4:25 PM,7,3,At work,Mobile Data
48,Male,Mexico,92702,True,False,Students,Rural,Facebook,115,2,Gaming,22,5,11,81,Night,1,9,Habit,Tablet,Android,10:15 PM,3,7,At work,Mobile Data
18,Male,Japan,98518,True,True,Labor/Worker,Rural,TikTok,225,16,Pranks,10,20,18,89,Morning,7,3,Procrastination,Smartphone,MacOS,9:55 AM,9,1,At work,Mobile Data
20,Male,Japan,92805,True,True,Students,Rural,Instagram,155,1,Life Hacks,3,2,42,62,Night,1,9,Entertainment,Tablet,MacOS,10:15 PM,3,7,At school,Mobile Data
33,Female,India,78954,True,True,Teacher,Rural,YouTube,81,19,Jokes/Memes,4,11,49,41,Night,1,9,Boredom,Tablet,Android,10:15 PM,3,7,Commuting,Wi-Fi
40,Female,India,48064,False,True,Artist,Rural,YouTube,282,9,Pranks,6,26,30,12,Morning,7,3,Boredom,Smartphone,iOS,9:55 AM,9,1,At school,Mobile Data
28,Male,Vietnam,99063,True,False,Manager,Rural,YouTube,256,3,Vlogs,24,18,15,93,Afternoon,4,6,Entertainment,Smartphone,iOS,5:45 PM,6,4,At work,Mobile Data
29,Other,Philippines,22454,False,True,Manager,Urban,TikTok,195,7,Life Hacks,25,6,6,89,Night,1,9,Habit,Smartphone,Android,10:15 PM,3,7,At home,Mobile Data
27,Female,India,40878,False,False,Labor/Worker,Rural,TikTok,79,10,Life Hacks,22,23,16,54,Evening,5,5,Habit,Computer,Windows,4:25 PM,7,3,Commuting,Wi-Fi
49,Male,Pakistan,71098,True,True,Labor/Worker,Rural,Facebook,159,1,Entertainment,16,28,47,89,Afternoon,4,6,Habit,Smartphone,MacOS,5:45 PM,6,4,At school,Mobile Data
33,Male,India,82154,True,False,Teacher,Rural,TikTok,255,10,ASMR,7,10,40,93,Morning,7,3,Boredom,Smartphone,Android,9:55 AM,9,1,At work,Wi-Fi
25,Male,Pakistan,32991,False,True,Students,Urban,Instagram,271,9,Entertainment,15,22,9,11,Evening,5,5,Habit,Smartphone,Android,4:25 PM,7,3,At school,Mobile Data
55,Female,Vietnam,88344,True,False,driver,Rural,Facebook,35,15,Pranks,21,23,43,60,Night,1,9,Boredom,Smartphone,Android,10:15 PM,3,7,At work,Wi-Fi
29,Male,Mexico,56593,True,True,driver,Rural,Facebook,149,15,Jokes/Memes,28,17,34,68,Evening,5,5,Habit,Tablet,Android,4:25 PM,7,3,At school,Mobile Data
41,Male,United States,56304,True,False,Students,Rural,Instagram,108,3,Gaming,25,22,27,78,Night,1,9,Procrastination,Computer,Windows,10:15 PM,3,7,Commuting,Mobile Data
45,Female,Vietnam,50386,True,True,Waiting staff,Rural,Instagram,287,5,Pranks,20,11,13,46,Evening,5,5,Procrastination,Smartphone,Android,4:25 PM,7,3,At home,Wi-Fi
25,Female,Germany,75220,True,False,Students,Rural,Instagram,60,9,ASMR,26,19,36,38,Evening,5,5,Boredom,Smartphone,Android,4:25 PM,7,3,At home,Mobile Data
45,Male,Barzil,89338,True,True,Students,Rural,Facebook,160,9,Life Hacks,11,17,27,61,Night,1,9,Procrastination,Smartphone,Android,10:15 PM,3,7,At home,Wi-Fi
53,Male,India,41083,False,False,Waiting staff,Urban,Facebook,113,7,Pranks,22,24,9,17,Morning,7,3,Boredom,Smartphone,Android,9:55 AM,9,1,At work,Wi-Fi
43,Other,Mexico,38354,False,True,Students,Rural,Facebook,98,12,Vlogs,21,4,5,66,Night,1,9,Boredom,Computer,Android,10:15 PM,3,7,At home,Mobile Data
25,Female,Germany,42190,False,False,Waiting staff,Rural,Instagram,150,9,Jokes/Memes,1,26,22,72,Afternoon,4,6,Entertainment,Smartphone,Android,5:45 PM,6,4,At home,Mobile Data
45,Female,Indonesia,26142,False,True,Cashier,Rural,Instagram,222,6,Life Hacks,5,24,31,36,Evening,5,5,Boredom,Computer,MacOS,4:25 PM,7,3,At home,Wi-Fi
45,Female,Mexico,48398,False,False,Teacher,Urban,YouTube,242,2,Life Hacks,13,26,3,74,Night,1,9,Entertainment,Smartphone,Android,10:15 PM,3,7,At work,Mobile Data
54,Other,India,71971,True,True,Cashier,Urban,TikTok,192,9,Gaming,21,14,30,7,Evening,5,5,Entertainment,Tablet,Android,4:25 PM,7,3,At home,Wi-Fi
58,Male,India,61862,True,True,Artist,Rural,YouTube,260,17,Vlogs,14,27,21,16,Afternoon,4,6,Entertainment,Tablet,Android,5:45 PM,6,4,At work,Mobile Data
53,Male,Vietnam,73410,True,True,Students,Rural,Instagram,18,1,Life Hacks,9,20,35,14,Evening,5,5,Boredom,Computer,MacOS,4:25 PM,7,3,Commuting,Mobile Data
44,Female,Barzil,39503,False,True,Cashier,Rural,Facebook,88,19,Gaming,17,4,6,80,Evening,5,5,Boredom,Tablet,Android,4:25 PM,7,3,At school,Wi-Fi
34,Female,Mexico,68456,True,False,Students,Urban,Instagram,61,6,Vlogs,15,28,28,25,Afternoon,4,6,Procrastination,Computer,iOS,5:45 PM,6,4,At home,Wi-Fi
26,Male,Philippines,28016,False,True,Students,Urban,TikTok,278,5,Life Hacks,21,14,32,4,Night,1,9,Boredom,Smartphone,Windows,10:15 PM,3,7,At home,Wi-Fi
50,Other,India,22384,False,False,Cashier,Rural,YouTube,235,2,Jokes/Memes,7,26,42,29,Evening,5,5,Entertainment,Computer,Android,4:25 PM,7,3,At home,Mobile Data
37,Male,United States,82320,True,True,Students,Rural,YouTube,60,9,Trends,27,4,37,56,Night,1,9,Boredom,Computer,Android,10:15 PM,3,7,At school,Wi-Fi
30,Male,Vietnam,35072,False,False,Students,Urban,Facebook,195,14,Jokes/Memes,22,6,25,6,Night,1,9,Habit,Smartphone,iOS,10:15 PM,3,7,At home,Wi-Fi
45,Male,India,60510,True,True,driver,Rural,YouTube,43,4,Vlogs,22,9,32,1,Evening,5,5,Habit,Tablet,MacOS,4:25 PM,7,3,At home,Mobile Data
46,Male,Barzil,68933,True,False,Labor/Worker,Rural,YouTube,239,4,Trends,12,21,35,39,Evening,5,5,Habit,Smartphone,Android,4:25 PM,7,3,At school,Mobile Data
30,Female,United States,41826,False,True,Labor/Worker,Urban,Instagram,140,15,Entertainment,23,12,22,1,Evening,5,5,Habit,Smartphone,Android,4:25 PM,7,3,At home,Mobile Data
63,Female,Mexico,88026,True,False,Labor/Worker,Rural,YouTube,129,8,Pranks,6,29,24,63,Night,1,9,Procrastination,Tablet,iOS,10:15 PM,3,7,At home,Wi-Fi
52,Male,Philippines,45518,False,True,Artist,Rural,YouTube,256,4,Life Hacks,21,26,39,57,Night,1,9,Boredom,Smartphone,iOS,10:15 PM,3,7,At home,Wi-Fi
23,Male,Mexico,44045,False,False,Waiting staff,Rural,YouTube,201,16,Entertainment,16,8,30,67,Afternoon,4,6,Procrastination,Smartphone,Android,5:45 PM,6,4,At school,Wi-Fi
35,Other,Japan,70876,True,True,Students,Rural,Facebook,219,4,Life Hacks,26,24,32,65,Evening,5,5,Entertainment,Tablet,iOS,4:25 PM,7,3,At home,Mobile Data
22,Male,Barzil,71919,True,False,Waiting staff,Rural,Facebook,112,16,Entertainment,5,4,31,65,Evening,5,5,Habit,Smartphone,Android,4:25 PM,7,3,At work,Mobile Data
64,Other,Germany,47103,False,True,Students,Rural,Instagram,142,12,Vlogs,9,27,23,21,Night,1,9,Entertainment,Smartphone,Android,10:15 PM,3,7,At home,Mobile Data
42,Female,India,56188,True,False,Artist,Rural,YouTube,148,16,Entertainment,14,26,40,30,Morning,7,3,Boredom,Computer,Windows,9:55 AM,9,1,At school,Mobile Data
19,Male,Philippines,25845,False,True,Labor/Worker,Rural,Facebook,130,19,ASMR,8,25,33,96,Evening,5,5,Entertainment,Tablet,Windows,4:25 PM,7,3,At home,Mobile Data
27,Female,India,56674,True,False,driver,Rural,Facebook,103,8,Jokes/Memes,14,25,25,33,Night,1,9,Habit,Tablet,iOS,10:15 PM,3,7,At school,Mobile Data
47,Female,Mexico,39337,False,True,Waiting staff,Rural,Instagram,138,6,Vlogs,12,5,36,48,Morning,7,3,Procrastination,Tablet,Android,9:55 AM,9,1,At home,Mobile Data
62,Female,India,42313,False,True,driver,Rural,TikTok,100,10,Vlogs,10,6,24,22,Evening,5,5,Boredom,Smartphone,Windows,4:25 PM,7,3,At school,Mobile Data
22,Other,Mexico,46943,False,True,Students,Urban,YouTube,101,5,Life Hacks,20,5,31,94,Afternoon,4,6,Entertainment,Smartphone,Windows,5:45 PM,6,4,At home,Mobile Data
50,Male,India,97949,True,True,Waiting staff,Urban,Facebook,72,18,Trends,20,19,39,54,Evening,5,5,Entertainment,Tablet,Android,4:25 PM,7,3,Commuting,Wi-Fi
18,Male,United States,20276,False,False,Students,Rural,Instagram,38,10,Vlogs,26,27,46,4,Afternoon,4,6,Boredom,Smartphone,Android,5:45 PM,6,4,At work,Mobile Data
35,Other,United States,71151,True,True,Labor/Worker,Rural,Instagram,219,10,Pranks,21,8,13,87,Afternoon,4,6,Boredom,Smartphone,Android,5:45 PM,6,4,At home,Mobile Data
49,Female,United States,37611,False,False,Cashier,Urban,Instagram,21,7,Gaming,13,9,10,55,Afternoon,4,6,Boredom,Tablet,Windows,5:45 PM,6,4,At school,Wi-Fi
64,Female,Mexico,31944,False,True,Artist,Rural,Facebook,139,18,Life Hacks,29,15,23,44,Evening,5,5,Procrastination,Tablet,iOS,4:25 PM,7,3,At school,Wi-Fi
28,Female,Pakistan,72887,True,False,Students,Rural,YouTube,182,1,ASMR,19,4,18,89,Evening,5,5,Entertainment,Tablet,iOS,4:25 PM,7,3,At school,Mobile Data
38,Female,United States,69847,True,True,Cashier,Rural,TikTok,217,7,Trends,15,25,32,12,Night,1,9,Habit,Computer,MacOS,10:15 PM,3,7,At home,Wi-Fi
43,Female,Germany,78653,True,False,Students,Rural,YouTube,33,1,Pranks,8,9,33,81,Afternoon,4,6,Habit,Tablet,Android,5:00 PM,6,4,Commuting,Mobile Data
42,Male,United States,76622,True,True,Waiting staff,Rural,Instagram,108,15,ASMR,23,7,36,79,Afternoon,4,6,Habit,Computer,Android,5:00 PM,6,4,At home,Mobile Data
39,Male,India,47810,False,False,Waiting staff,Rural,Instagram,148,4,Trends,21,8,28,74,Afternoon,4,6,Boredom,Smartphone,Android,5:00 PM,6,4,At work,Mobile Data
44,Female,Barzil,97842,True,True,Engineer,Rural,TikTok,183,10,Vlogs,10,15,16,99,Evening,5,5,Boredom,Smartphone,Android,2:00 PM,7,3,Commuting,Wi-Fi
30,Other,India,30503,False,False,driver,Rural,YouTube,38,9,Pranks,3,19,16,52,Evening,5,5,Entertainment,Tablet,Android,2:00 PM,7,3,At school,Mobile Data
50,Male,Vietnam,56976,True,True,Waiting staff,Rural,Instagram,152,2,Comedy,21,15,18,93,Morning,7,3,Habit,Smartphone,MacOS,8:00 AM,9,1,At home,Mobile Data
51,Female,India,31590,False,False,Waiting staff,Rural,Instagram,51,14,Trends,3,5,8,76,Night,1,9,Entertainment,Smartphone,Android,9:00 PM,3,7,At home,Mobile Data
58,Other,Germany,30886,False,True,Waiting staff,Rural,YouTube,217,16,Gaming,26,19,42,65,Evening,5,5,Boredom,Smartphone,iOS,2:00 PM,7,3,At home,Wi-Fi
52,Male,Pakistan,32866,False,False,Students,Rural,Instagram,201,1,Entertainment,5,7,16,65,Afternoon,4,6,Entertainment,Smartphone,iOS,5:00 PM,6,4,At work,Mobile Data
18,Other,United States,86624,True,True,Waiting staff,Rural,YouTube,169,2,Life Hacks,16,6,11,10,Evening,5,5,Boredom,Tablet,Windows,2:00 PM,7,3,At home,Mobile Data
38,Female,United States,88899,True,False,Students,Rural,Instagram,73,7,Gaming,17,27,6,18,Afternoon,3,7,Boredom,Computer,Android,5:00 PM,5,5,At home,Mobile Data
23,Male,Indonesia,52792,True,True,Cashier,Rural,YouTube,252,10,Gaming,6,19,1,47,Night,9,1,Habit,Tablet,iOS,9:00 PM,10,0,At school,Mobile Data
45,Female,Mexico,29764,False,True,driver,Rural,TikTok,267,1,ASMR,26,25,12,66,Evening,3,7,Habit,Smartphone,iOS,2:00 PM,5,5,Commuting,Mobile Data
34,Female,Pakistan,62727,True,True,Students,Rural,Instagram,161,13,ASMR,20,28,38,49,Evening,9,1,Entertainment,Smartphone,Android,2:00 PM,10,0,At home,Mobile Data
22,Other,Indonesia,98471,True,True,driver,Rural,TikTok,224,1,Entertainment,20,17,28,72,Afternoon,3,7,Habit,Tablet,MacOS,5:00 PM,5,5,At home,Mobile Data
48,Male,Vietnam,28068,False,False,Labor/Worker,Rural,Instagram,175,5,Life Hacks,16,10,45,22,Evening,3,7,Habit,Tablet,Windows,2:00 PM,5,5,At home,Mobile Data
22,Female,India,27295,False,True,Students,Rural,Instagram,40,16,Trends,24,19,17,86,Afternoon,8,2,Habit,Smartphone,iOS,5:00 PM,10,0,At home,Wi-Fi
55,Female,Mexico,61160,True,False,Manager,Rural,Facebook,241,15,Life Hacks,2,11,1,26,Afternoon,6,4,Habit,Computer,Android,5:00 PM,8,2,At school,Mobile Data
20,Male,Mexico,31390,False,True,Cashier,Rural,YouTube,291,17,Pranks,20,15,32,90,Evening,8,2,Boredom,Computer,iOS,2:00 PM,10,0,At work,Wi-Fi
40,Male,Japan,40131,False,False,Cashier,Urban,TikTok,38,16,Entertainment,15,10,8,9,Evening,6,4,Habit,Smartphone,iOS,2:00 PM,8,2,At home,Wi-Fi
