Age,Income,HasDebt,OwnsProperty,Profession,Demographics,Platform,MinutesSpent,NumSessions,Genre,VideoLength,VideoTime,NumVideos,TimeOfDay,ProductivityLoss,WatchReason,Device,OS,CurrentActivity,Connection,BinnedProdLoss
50,51921,True,False,Students,Rural,YouTube,178,14,ASMR,23,13,40,Morning,6,Procrastination,Smartphone,Android,Home,MobileData,Medium
41,36237,False,True,Driver,Rural,TikTok,234,5,LifeHacks,22,28,25,Evening,6,Boredom,Smartphone,Android,Home,MobileData,Medium
32,28244,False,False,Manager,Rural,Facebook,10,18,Memes,6,14,2,Afternoon,8,Habit,Tablet,MacOS,Work,MobileData,High
47,34743,False,True,Students,Urban,Facebook,270,19,LifeHacks,10,22,34,Evening,8,Boredom,Smartphone,Android,Work,WiFi,High
59,66101,True,True,WaitStaff,Rural,TikTok,22,15,Entertainment,16,12,26,Night,3,Entertainment,Smartphone,MacOS,Home,MobileData,Low
34,76378,True,True,Labor,Urban,Facebook,57,6,Entertainment,11,20,31,Morning,8,Entertainment,Smartphone,Windows,Commuting,MobileData,High
22,91126,True,True,Students,Rural,YouTube,103,11,LifeHacks,13,12,9,Evening,6,Habit,Smartphone,Windows,Home,MobileData,Medium
46,76071,True,False,Students,Rural,Facebook,270,11,ASMR,29,27,30,Evening,3,Boredom,Smartphone,iOS,Home,MobileData,Low
21,91121,True,True,Engineer,Rural,TikTok,287,18,Memes,6,6,20,Afternoon,8,Entertainment,Tablet,Android,Commuting,MobileData,High
27,94763,True,False,Labor,Rural,YouTube,214,18,Pranks,24,27,21,Evening,3,Procrastination,Computer,Android,Home,MobileData,Low
34,32237,False,True,Artist,Rural,TikTok,194,10,LifeHacks,1,10,29,Evening,3,Procrastination,Computer,iOS,Work,MobileData,Low
27,35649,False,False,Labor,Urban,Instagram,184,2,Gaming,21,20,25,Evening,3,Boredom,Smartphone,iOS,School,MobileData,Low
34,57713,True,True,Manager,Rural,YouTube,78,9,Pranks,19,29,38,Evening,3,Entertainment,Tablet,iOS,Work,MobileData,Low
37,93463,True,False,WaitStaff,Rural,YouTube,113,14,Pranks,12,24,44,Evening,6,Boredom,Smartphone,Android,Work,MobileData,Medium
41,65409,True,True,Labor,Rural,Facebook,255,19,Gaming,24,9,25,Night,8,Entertainment,Smartphone,Android,School,WiFi,High
22,68766,True,False,Driver,Rural,YouTube,170,10,Gaming,27,2,9,Evening,3,Boredom,Computer,Android,Work,WiFi,Low
51,66154,True,True,WaitStaff,Urban,TikTok,209,4,Memes,6,7,39,Evening,8,Habit,Smartphone,Android,Home,MobileData,High
23,27016,False,False,Labor,Rural,Facebook,225,6,Memes,18,9,44,Evening,6,Habit,Smartphone,iOS,Work,MobileData,Medium
19,99563,True,True,Artist,Urban,Instagram,221,14,Vlogs,13,25,26,Night,8,Boredom,Smartphone,Windows,School,MobileData,High
30,68688,True,False,Labor,Urban,TikTok,25,4,Memes,7,12,37,Afternoon,6,Entertainment,Smartphone,Android,School,MobileData,Medium
60,74238,True,True,Labor,Urban,Instagram,214,15,LifeHacks,23,5,16,Morning,3,Habit,Smartphone,Windows,Home,MobileData,Low
60,78608,True,False,WaitStaff,Rural,Instagram,48,16,Memes,13,1,37,Night,3,Procrastination,Smartphone,iOS,Home,MobileData,Low
28,51897,True,True,Driver,Rural,Instagram,98,7,Trends,21,22,12,Afternoon,3,Boredom,Tablet,Android,Commuting,WiFi,Low
64,70961,True,False,Teacher,Rural,YouTube,265,17,Memes,8,15,24,Afternoon,3,Boredom,Smartphone,Android,Commuting,MobileData,Low
40,88703,True,True,Labor,Rural,TikTok,263,19,Gaming,21,8,26,Night,3,Entertainment,Smartphone,Android,Work,MobileData,Low
33,64757,True,True,WaitStaff,Urban,TikTok,225,19,Gaming,17,1,20,Afternoon,3,Habit,Tablet,Android,School,MobileData,Low
48,46917,False,True,Students,Urban,YouTube,181,17,Comedy,9,18,9,Evening,6,Habit,Smartphone,Android,School,MobileData,Medium
28,42736,False,True,Students,Rural,Facebook,146,6,Vlogs,20,13,23,Night,3,Boredom,Smartphone,Android,Commuting,MobileData,Low
33,47990,False,False,WaitStaff,Urban,Instagram,187,11,ASMR,13,29,39,Evening,3,Habit,Tablet,Android,Home,MobileData,Low
25,82551,True,True,Engineer,Urban,TikTok,86,16,Pranks,2,1,29,Evening,3,Boredom,Smartphone,iOS,School,MobileData,Low
21,78161,True,False,Labor,Rural,YouTube,197,8,Pranks,4,5,31,Night,8,Boredom,Smartphone,Android,School,MobileData,High
57,99623,True,True,Labor,Urban,Instagram,24,11,Vlogs,29,18,19,Afternoon,9,Habit,Smartphone,MacOS,School,MobileData,High
21,42440,False,False,WaitStaff,Rural,Facebook,223,7,Memes,25,16,20,Afternoon,8,Procrastination,Smartphone,Android,Home,MobileData,High
42,55205,True,True,Students,Urban,Facebook,217,19,Vlogs,2,26,23,Night,6,Habit,Smartphone,Android,Commuting,MobileData,Medium
20,75103,True,False,Students,Rural,Instagram,178,10,Entertainment,4,10,43,Night,3,Habit,Smartphone,MacOS,School,MobileData,Low
49,90812,True,True,Driver,Rural,Facebook,289,9,Memes,18,4,27,Evening,8,Boredom,Tablet,Android,School,WiFi,High
20,61627,True,False,Labor,Rural,TikTok,155,4,Trends,5,1,30,Evening,6,Entertainment,Tablet,Android,Commuting,WiFi,Medium
44,39008,False,True,Engineer,Rural,TikTok,272,15,Entertainment,19,23,21,Night,3,Habit,Smartphone,Android,Home,MobileData,Low
46,91274,True,False,WaitStaff,Rural,TikTok,13,13,Gaming,10,8,44,Morning,3,Boredom,Tablet,Android,Home,MobileData,Low
49,52402,True,True,Students,Rural,Facebook,99,2,Memes,18,5,35,Evening,3,Habit,Computer,iOS,Work,MobileData,Low
36,73384,True,False,Students,Rural,TikTok,69,2,LifeHacks,25,2,49,Night,3,Habit,Tablet,Android,School,MobileData,Low
38,25793,False,True,Teacher,Rural,YouTube,25,16,Pranks,21,24,7,Evening,8,Habit,Tablet,iOS,Home,MobileData,High
22,25571,False,False,Manager,Urban,TikTok,236,9,Memes,10,17,22,Evening,3,Boredom,Tablet,iOS,Commuting,WiFi,Low
35,36209,False,True,Students,Rural,TikTok,38,13,Memes,5,7,10,Morning,3,Entertainment,Smartphone,Windows,Home,MobileData,Low
45,63148,True,False,WaitStaff,Rural,Facebook,160,3,Trends,17,17,23,Afternoon,8,Entertainment,Tablet,Windows,School,MobileData,High
59,22224,False,True,Students,Rural,TikTok,254,9,LifeHacks,22,28,15,Evening,3,Habit,Tablet,Windows,Home,MobileData,Low
39,68695,True,True,Engineer,Urban,Instagram,279,13,Pranks,13,6,30,Night,3,Habit,Tablet,Android,School,WiFi,Low
38,52441,True,True,Students,Rural,YouTube,88,2,Memes,23,29,34,Evening,8,Entertainment,Smartphone,MacOS,Work,WiFi,High
23,59129,True,True,WaitStaff,Rural,Facebook,298,8,Entertainment,17,22,13,Evening,8,Entertainment,Smartphone,Android,Home,MobileData,High
18,82368,True,False,WaitStaff,Urban,YouTube,162,9,Memes,9,15,4,Morning,8,Entertainment,Smartphone,Android,School,WiFi,High
22,64760,True,True,Artist,Rural,Instagram,286,16,Trends,24,5,18,Night,3,Entertainment,Computer,Android,School,MobileData,Low
58,43478,False,False,Labor,Urban,Facebook,288,2,Pranks,12,15,23,Evening,3,Habit,Computer,MacOS,Work,MobileData,Low
29,91854,True,True,WaitStaff,Urban,Facebook,66,6,Gaming,14,18,33,Afternoon,8,Procrastination,Tablet,iOS,Commuting,MobileData,High
43,32180,False,False,Labor,Rural,TikTok,195,8,Gaming,14,18,34,Morning,8,Boredom,Tablet,Android,Home,MobileData,High
63,35372,False,True,Students,Rural,YouTube,102,5,LifeHacks,8,25,34,Afternoon,8,Habit,Smartphone,iOS,Work,MobileData,High
51,49796,False,False,Labor,Rural,Instagram,285,9,Gaming,23,21,36,Afternoon,3,Habit,Smartphone,iOS,School,MobileData,Low
31,78272,True,True,Students,Urban,Instagram,167,1,Entertainment,5,21,35,Night,3,Habit,Smartphone,Windows,School,MobileData,Low
43,74040,True,False,Students,Rural,Facebook,284,9,Trends,19,23,17,Morning,3,Boredom,Smartphone,Android,Home,MobileData,Low
62,95357,True,True,Labor,Rural,TikTok,190,10,Memes,28,6,28,Night,8,Procrastination,Smartphone,Android,Home,MobileData,High
44,91368,True,False,Students,Rural,Facebook,86,4,Vlogs,14,2,14,Morning,8,Entertainment,Smartphone,Android,School,WiFi,High
26,98356,True,True,Driver,Rural,Facebook,160,3,Gaming,9,27,34,Evening,3,Procrastination,Tablet,iOS,School,MobileData,Low
43,36211,False,False,Students,Rural,Facebook,247,10,Vlogs,7,17,48,Evening,8,Habit,Smartphone,Windows,Home,WiFi,High
64,25842,False,True,Manager,Urban,Facebook,298,15,LifeHacks,27,21,11,Morning,3,Habit,Smartphone,MacOS,Home,MobileData,Low
39,83115,True,False,Engineer,Rural,Instagram,240,11,Vlogs,26,4,13,Night,3,Procrastination,Tablet,Android,School,MobileData,Low
64,86852,True,True,Labor,Rural,Instagram,27,14,Gaming,26,12,33,Night,6,Entertainment,Smartphone,MacOS,School,MobileData,Medium
47,65968,True,False,Students,Urban,Facebook,82,6,Entertainment,8,19,2,Afternoon,8,Entertainment,Smartphone,iOS,School,MobileData,High
60,37508,False,True,Students,Rural,Facebook,198,12,Vlogs,14,2,34,Evening,8,Procrastination,Computer,iOS,School,MobileData,High
34,42005,False,True,Students,Rural,TikTok,26,13,Vlogs,22,26,29,Evening,3,Entertainment,Smartphone,iOS,Home,WiFi,Low
43,74575,True,True,Students,Rural,Facebook,28,17,Trends,28,2,37,Night,3,Boredom,Tablet,Android,School,WiFi,Low
53,38971,False,True,WaitStaff,Rural,Instagram,228,16,Entertainment,14,14,4,Evening,6,Entertainment,Computer,Android,Work,MobileData,Medium
18,45599,False,False,WaitStaff,Rural,YouTube,129,3,Trends,11,15,12,Night,6,Procrastination,Tablet,Android,Home,WiFi,Medium
25,86914,True,True,WaitStaff,Rural,Instagram,110,2,ASMR,14,20,26,Night,8,Habit,Computer,Android,Home,MobileData,High
52,87055,True,False,Teacher,Rural,TikTok,43,11,Vlogs,21,2,28,Night,3,Entertainment,Smartphone,iOS,Home,MobileData,Low
32,25355,False,True,Artist,Rural,Instagram,93,9,Vlogs,8,4,3,Evening,3,Entertainment,Smartphone,Android,Home,MobileData,Low
64,74120,True,False,Students,Rural,YouTube,205,3,Memes,3,19,20,Afternoon,9,Habit,Tablet,MacOS,Home,WiFi,High
39,94619,True,True,Manager,Rural,Facebook,211,18,Vlogs,28,9,10,Afternoon,6,Habit,Tablet,Android,School,WiFi,Medium
31,58342,True,False,WaitStaff,Rural,YouTube,20,15,Gaming,29,7,18,Evening,6,Entertainment,Computer,Android,Home,WiFi,Medium
43,98860,True,True,WaitStaff,Rural,Facebook,227,14,Pranks,29,13,27,Night,8,Habit,Tablet,iOS,Home,MobileData,High
45,22257,False,False,WaitStaff,Urban,Facebook,262,2,ASMR,23,27,31,Afternoon,8,Boredom,Tablet,MacOS,School,MobileData,High
40,47364,False,True,WaitStaff,Urban,Instagram,231,17,ASMR,18,12,27,Evening,3,Habit,Smartphone,iOS,Home,WiFi,Low
31,44972,False,False,Labor,Rural,Instagram,89,8,Memes,3,3,42,Afternoon,9,Boredom,Smartphone,Android,Home,WiFi,High
41,46654,False,True,WaitStaff,Rural,Instagram,16,10,Memes,13,13,1,Morning,8,Boredom,Smartphone,Android,Home,WiFi,High
19,49320,False,False,WaitStaff,Rural,TikTok,281,18,LifeHacks,12,15,6,Night,3,Entertainment,Smartphone,iOS,Work,WiFi,Low
62,40808,False,True,Engineer,Urban,Instagram,236,19,Pranks,15,14,11,Evening,9,Procrastination,Smartphone,Windows,Commuting,MobileData,High
43,72389,True,False,Engineer,Urban,TikTok,25,8,Trends,18,24,34,Afternoon,8,Entertainment,Smartphone,Android,School,MobileData,High
31,54773,True,True,Cashier,Urban,Instagram,21,8,Gaming,5,9,39,Night,8,Boredom,Computer,Android,Commuting,WiFi,High
24,71168,True,False,Labor,Rural,Facebook,250,3,Trends,7,13,20,Evening,6,Procrastination,Smartphone,Windows,School,WiFi,Medium
20,47747,False,True,WaitStaff,Rural,TikTok,30,3,LifeHacks,11,23,21,Afternoon,3,Procrastination,Smartphone,Android,School,MobileData,Low
64,96396,True,True,WaitStaff,Urban,YouTube,187,12,ASMR,26,22,21,Morning,8,Boredom,Smartphone,Android,Work,MobileData,High
40,77505,True,True,Teacher,Rural,TikTok,237,17,Memes,27,4,18,Evening,6,Entertainment,Smartphone,Android,Home,MobileData,Medium
63,38135,False,True,Labor,Urban,TikTok,282,4,Trends,11,21,21,Evening,3,Entertainment,Smartphone,Android,Work,MobileData,Low
60,67377,True,False,Artist,Rural,YouTube,297,17,Comedy,27,8,19,Afternoon,6,Habit,Tablet,MacOS,Work,MobileData,Medium
64,43554,False,True,WaitStaff,Rural,TikTok,143,14,Memes,15,3,4,Afternoon,3,Boredom,Tablet,Android,Home,WiFi,Low
62,82491,True,False,Labor,Rural,Facebook,292,19,Pranks,10,2,13,Night,3,Habit,Smartphone,Android,Home,MobileData,Low
35,75621,True,True,Labor,Rural,Instagram,162,9,LifeHacks,15,19,18,Evening,8,Entertainment,Tablet,iOS,Work,MobileData,High
55,78283,True,False,WaitStaff,Rural,YouTube,75,12,Pranks,13,28,29,Evening,8,Boredom,Tablet,iOS,Home,MobileData,High
52,36923,False,True,Cashier,Rural,Instagram,146,5,Pranks,14,23,25,Night,6,Boredom,Smartphone,MacOS,Work,MobileData,Medium
32,67591,True,False,WaitStaff,Rural,Facebook,101,11,LifeHacks,17,8,13,Afternoon,6,Boredom,Computer,iOS,Home,MobileData,Medium
42,82261,True,True,Manager,Rural,YouTube,268,3,Trends,13,17,27,Afternoon,3,Habit,Smartphone,Android,School,MobileData,Low
54,74336,True,False,Students,Rural,Instagram,112,15,LifeHacks,10,13,19,Night,8,Habit,Smartphone,Android,Work,WiFi,High
45,94083,True,True,WaitStaff,Rural,Instagram,64,14,Memes,25,7,49,Afternoon,8,Habit,Smartphone,Android,School,MobileData,High
27,80948,True,False,Manager,Rural,Facebook,266,11,Gaming,1,9,1,Evening,6,Habit,Smartphone,Android,Commuting,WiFi,Medium
56,53002,True,True,Labor,Rural,Instagram,110,8,Comedy,1,12,38,Evening,8,Boredom,Computer,Android,School,MobileData,High
34,93016,True,False,Manager,Rural,Facebook,207,4,Memes,15,29,19,Morning,8,Habit,Tablet,iOS,Commuting,MobileData,High
56,46672,False,True,Driver,Rural,TikTok,235,12,ASMR,16,14,1,Morning,6,Habit,Smartphone,iOS,Home,WiFi,Medium
39,24213,False,False,Cashier,Rural,Facebook,246,8,Memes,12,14,40,Evening,6,Entertainment,Smartphone,iOS,Home,MobileData,Medium
43,30293,False,True,Students,Rural,TikTok,35,6,LifeHacks,26,15,17,Afternoon,6,Entertainment,Computer,Android,School,MobileData,Medium
61,75860,True,False,Students,Rural,YouTube,130,15,Gaming,24,3,21,Morning,3,Habit,Smartphone,Windows,Home,MobileData,Low
42,82507,True,True,Engineer,Rural,Instagram,191,12,Trends,6,15,22,Night,3,Habit,Smartphone,iOS,School,MobileData,Low
34,77134,True,True,Engineer,Rural,Facebook,208,16,ASMR,6,19,15,Afternoon,8,Habit,Smartphone,Android,Home,WiFi,High
30,22100,False,True,Labor,Rural,Facebook,264,16,Vlogs,12,24,39,Morning,3,Habit,Tablet,Android,School,MobileData,Low
37,81997,True,True,Artist,Urban,Instagram,131,4,Memes,25,20,48,Afternoon,8,Entertainment,Smartphone,Windows,Home,MobileData,High
42,48172,False,False,WaitStaff,Rural,Instagram,40,11,LifeHacks,15,14,39,Evening,9,Boredom,Tablet,Android,Home,MobileData,High
21,40132,False,True,Artist,Rural,YouTube,294,13,Memes,4,8,32,Night,8,Habit,Smartphone,Android,Work,MobileData,High
27,38199,False,False,Students,Urban,YouTube,115,9,LifeHacks,24,5,49,Night,6,Entertainment,Smartphone,Android,School,WiFi,Medium
20,56609,True,True,WaitStaff,Rural,Facebook,233,4,Vlogs,4,19,4,Evening,6,Entertainment,Computer,iOS,Home,MobileData,Medium
58,62965,True,False,Manager,Rural,YouTube,282,12,LifeHacks,2,4,44,Morning,8,Boredom,Smartphone,iOS,School,MobileData,High
62,28016,False,True,Labor,Rural,TikTok,241,9,Trends,27,14,45,Evening,8,Entertainment,Computer,iOS,Home,WiFi,High
35,59779,True,False,WaitStaff,Urban,YouTube,265,13,Vlogs,24,16,32,Night,8,Habit,Smartphone,Android,School,MobileData,High
64,51881,True,True,WaitStaff,Urban,YouTube,33,16,Trends,12,20,4,Evening,8,Entertainment,Smartphone,Windows,Commuting,MobileData,High
53,44472,False,False,Students,Rural,Facebook,118,6,Entertainment,7,24,1,Evening,3,Boredom,Tablet,Android,Work,MobileData,Low
64,71813,True,True,Labor,Rural,TikTok,200,10,LifeHacks,20,6,33,Evening,8,Habit,Tablet,Windows,School,WiFi,High
39,56021,True,False,Labor,Urban,YouTube,34,13,LifeHacks,9,23,7,Night,6,Habit,Smartphone,Android,Home,WiFi,Medium
51,74131,True,True,WaitStaff,Rural,TikTok,196,7,Pranks,9,25,9,Afternoon,9,Boredom,Tablet,iOS,Home,MobileData,High
64,44087,False,False,Students,Rural,TikTok,297,19,Memes,8,6,1,Evening,9,Entertainment,Smartphone,MacOS,Home,WiFi,High
25,32828,False,True,WaitStaff,Rural,TikTok,125,19,Memes,14,3,16,Evening,9,Habit,Computer,Windows,Home,MobileData,High
57,81610,True,False,Driver,Rural,Instagram,46,17,Pranks,1,15,18,Night,8,Entertainment,Smartphone,Android,Home,MobileData,High
61,21401,False,True,Artist,Rural,Instagram,291,13,Entertainment,23,29,47,Evening,8,Habit,Smartphone,Android,Work,WiFi,High
36,35193,False,False,Labor,Rural,Instagram,146,13,Memes,21,3,6,Afternoon,8,Entertainment,Computer,Android,Home,WiFi,High
59,64864,True,True,WaitStaff,Rural,Instagram,236,2,Trends,23,11,2,Evening,6,Procrastination,Computer,iOS,Home,MobileData,Medium
58,40307,False,True,Teacher,Rural,Facebook,191,10,LifeHacks,12,3,9,Evening,8,Entertainment,Smartphone,iOS,School,MobileData,High
54,39611,False,True,WaitStaff,Rural,YouTube,95,13,LifeHacks,25,28,4,Night,8,Entertainment,Smartphone,iOS,Work,WiFi,High
23,63791,True,True,Driver,Rural,Instagram,62,9,Memes,2,10,45,Evening,8,Procrastination,Tablet,Android,Commuting,WiFi,High
43,31950,False,False,WaitStaff,Rural,Facebook,244,1,Gaming,13,18,23,Afternoon,3,Habit,Smartphone,iOS,Work,WiFi,Low
51,96240,True,True,Labor,Rural,YouTube,276,14,Memes,27,1,43,Afternoon,9,Habit,Tablet,Android,Work,MobileData,High
62,97403,True,False,Students,Rural,Instagram,296,16,Memes,4,16,45,Evening,8,Habit,Smartphone,Android,Home,WiFi,High
23,22745,False,True,Students,Rural,YouTube,109,15,LifeHacks,20,16,43,Afternoon,8,Habit,Smartphone,Android,School,WiFi,High
54,75243,True,False,Labor,Urban,Instagram,96,1,Memes,18,27,8,Night,9,Boredom,Tablet,Android,School,MobileData,High
50,23866,False,True,Labor,Rural,Facebook,24,17,Pranks,19,10,39,Evening,8,Procrastination,Smartphone,MacOS,Work,MobileData,High
39,52245,True,False,Students,Urban,TikTok,110,13,Gaming,16,1,25,Evening,3,Boredom,Smartphone,Android,Commuting,MobileData,Low
38,64724,True,True,Driver,Urban,TikTok,174,15,Memes,27,4,16,Afternoon,3,Habit,Computer,Android,Home,MobileData,Low
23,91354,True,False,Students,Rural,YouTube,38,16,Memes,14,3,35,Afternoon,8,Procrastination,Tablet,MacOS,School,WiFi,High
23,71374,True,True,Labor,Rural,Facebook,123,16,Trends,29,5,17,Afternoon,3,Habit,Smartphone,iOS,Home,WiFi,Low
21,50116,True,False,Labor,Rural,TikTok,116,2,Pranks,8,12,18,Afternoon,8,Boredom,Tablet,Windows,Work,MobileData,High
47,40447,False,True,WaitStaff,Rural,Instagram,139,17,Vlogs,12,25,27,Evening,3,Habit,Smartphone,Android,School,MobileData,Low
28,50431,True,False,Labor,Rural,TikTok,93,11,ASMR,9,12,15,Night,8,Entertainment,Smartphone,Windows,School,MobileData,High
47,37908,False,True,Labor,Rural,YouTube,280,8,ASMR,6,13,17,Evening,8,Habit,Smartphone,Windows,Home,MobileData,High
48,49336,False,False,Manager,Rural,YouTube,253,3,ASMR,26,24,43,Afternoon,6,Habit,Tablet,Android,Commuting,MobileData,Medium
41,60992,True,True,Cashier,Urban,Facebook,223,12,ASMR,18,12,5,Night,8,Boredom,Smartphone,MacOS,Work,MobileData,High
26,75350,True,False,Labor,Rural,YouTube,175,16,LifeHacks,2,25,16,Afternoon,8,Boredom,Smartphone,Android,Home,MobileData,High
20,89561,True,True,Manager,Rural,TikTok,288,14,Gaming,23,16,15,Evening,8,Boredom,Smartphone,Android,School,MobileData,High
48,71955,True,True,Cashier,Rural,TikTok,68,16,LifeHacks,8,13,42,Evening,3,Entertainment,Smartphone,iOS,Home,WiFi,Low
57,81240,True,True,Artist,Rural,TikTok,99,17,Pranks,24,5,46,Night,8,Boredom,Tablet,MacOS,Work,MobileData,High
54,40093,False,True,Driver,Rural,TikTok,203,11,Pranks,14,24,34,Night,9,Habit,Smartphone,iOS,Home,WiFi,High
53,26155,False,False,Driver,Urban,Facebook,132,17,Trends,6,4,48,Evening,3,Boredom,Tablet,Windows,School,MobileData,Low
41,66607,True,True,Driver,Rural,Instagram,145,19,Comedy,10,21,19,Night,3,Boredom,Smartphone,iOS,Work,MobileData,Low
48,53487,True,False,Teacher,Rural,Instagram,148,1,Entertainment,8,15,8,Evening,3,Habit,Smartphone,iOS,Work,WiFi,Low
23,75668,True,True,Cashier,Rural,Facebook,238,12,Vlogs,17,12,47,Evening,8,Entertainment,Smartphone,Android,Home,MobileData,High
19,40963,False,False,Cashier,Rural,YouTube,283,15,Pranks,25,19,10,Evening,6,Entertainment,Computer,Android,Commuting,MobileData,Medium
37,70124,True,True,Artist,Urban,Instagram,59,18,Memes,29,21,5,Afternoon,8,Habit,Smartphone,iOS,School,MobileData,High
45,72870,True,False,Labor,Rural,YouTube,127,14,Vlogs,12,28,48,Morning,8,Boredom,Smartphone,Android,School,MobileData,High
28,76547,True,True,Driver,Urban,Instagram,211,1,LifeHacks,17,19,26,Evening,8,Habit,Smartphone,Android,School,WiFi,High
21,84110,True,False,Manager,Rural,YouTube,200,13,LifeHacks,13,21,22,Afternoon,3,Boredom,Tablet,Windows,Home,MobileData,Low
32,73554,True,True,Students,Rural,Facebook,190,15,Pranks,19,11,44,Afternoon,3,Procrastination,Tablet,Android,Work,MobileData,Low
23,40936,False,False,Students,Urban,TikTok,87,7,Trends,12,21,23,Afternoon,8,Habit,Tablet,Android,School,WiFi,High
47,24426,False,True,WaitStaff,Rural,YouTube,84,15,Gaming,16,6,13,Evening,3,Boredom,Computer,iOS,Home,MobileData,Low
55,47606,False,False,Students,Rural,TikTok,290,10,Entertainment,25,9,9,Afternoon,3,Boredom,Smartphone,iOS,Home,MobileData,Low
19,67832,True,True,Students,Rural,YouTube,30,14,Gaming,27,1,49,Night,3,Entertainment,Smartphone,iOS,Commuting,MobileData,Low
32,48151,False,False,Driver,Rural,YouTube,180,6,ASMR,5,12,20,Night,3,Habit,Tablet,Android,Commuting,MobileData,Low
28,99303,True,True,Students,Rural,YouTube,24,14,LifeHacks,25,26,28,Evening,6,Habit,Smartphone,Android,School,MobileData,Medium
25,31308,False,False,WaitStaff,Rural,YouTube,220,12,Gaming,16,14,44,Morning,8,Boredom,Smartphone,MacOS,School,MobileData,High
43,82522,True,True,Students,Urban,YouTube,57,11,Entertainment,25,6,37,Night,8,Habit,Computer,Android,Home,MobileData,High
62,65671,True,True,Students,Rural,TikTok,95,19,Gaming,6,1,24,Night,9,Entertainment,Smartphone,MacOS,Home,WiFi,High
61,22204,False,True,Artist,Rural,YouTube,158,2,Entertainment,11,22,44,Evening,3,Boredom,Computer,MacOS,Work,MobileData,Low
22,51131,True,True,Driver,Rural,TikTok,197,1,Memes,17,2,33,Night,8,Entertainment,Smartphone,iOS,Home,MobileData,High
23,72428,True,False,Teacher,Urban,Facebook,160,8,Memes,26,24,20,Night,6,Habit,Smartphone,Android,School,MobileData,Medium
43,53870,True,True,Students,Rural,Instagram,150,14,Vlogs,23,11,48,Night,6,Boredom,Smartphone,iOS,School,WiFi,Medium
21,69067,True,False,Engineer,Rural,YouTube,78,9,ASMR,14,3,30,Evening,8,Boredom,Smartphone,iOS,School,MobileData,High
36,78585,True,True,Students,Rural,Instagram,269,2,Entertainment,6,10,44,Evening,3,Habit,Smartphone,iOS,Home,MobileData,Low
37,41607,False,False,Driver,Rural,TikTok,18,5,Pranks,25,6,9,Evening,3,Procrastination,Smartphone,Windows,Home,MobileData,Low
50,44968,False,True,WaitStaff,Rural,Facebook,130,8,Memes,23,6,45,Morning,8,Habit,Tablet,Windows,Commuting,WiFi,High
37,31908,False,False,Labor,Rural,Facebook,110,16,Gaming,28,20,49,Evening,3,Habit,Smartphone,Android,Home,MobileData,Low
29,46423,False,True,Driver,Rural,Facebook,158,16,Gaming,11,21,17,Evening,9,Boredom,Tablet,Android,School,MobileData,High
64,94707,True,False,Labor,Rural,Instagram,155,13,LifeHacks,12,2,36,Evening,8,Boredom,Smartphone,MacOS,Work,MobileData,High
18,98257,True,True,Students,Urban,TikTok,252,15,LifeHacks,13,26,14,Afternoon,6,Boredom,Smartphone,Android,Home,MobileData,Medium
43,81215,True,False,Labor,Rural,YouTube,250,1,ASMR,4,26,19,Evening,6,Procrastination,Tablet,iOS,School,WiFi,Medium
31,75835,True,True,Students,Rural,YouTube,52,3,Gaming,7,24,7,Night,6,Habit,Tablet,iOS,Home,WiFi,Medium
55,69429,True,False,Students,Rural,TikTok,104,6,Trends,2,10,3,Night,3,Boredom,Tablet,Android,Commuting,MobileData,Low
54,58458,True,True,Driver,Rural,Instagram,235,14,Memes,6,23,33,Night,8,Boredom,Smartphone,iOS,Work,WiFi,High
28,66169,True,False,Artist,Urban,YouTube,15,4,LifeHacks,6,26,44,Evening,6,Entertainment,Tablet,Windows,Commuting,MobileData,Medium
53,27659,False,True,Labor,Urban,TikTok,223,18,Vlogs,18,6,32,Morning,6,Habit,Smartphone,Android,School,MobileData,Medium
30,80614,True,False,Labor,Rural,YouTube,215,15,Trends,20,23,47,Evening,6,Boredom,Tablet,Android,Work,WiFi,Medium
60,97240,True,True,Labor,Urban,Facebook,76,9,Memes,8,28,11,Afternoon,3,Habit,Smartphone,MacOS,Home,WiFi,Low
20,52793,True,True,Artist,Urban,YouTube,109,18,Vlogs,8,17,42,Afternoon,8,Boredom,Smartphone,MacOS,Commuting,MobileData,High
50,66473,True,True,Teacher,Rural,Instagram,21,3,LifeHacks,29,14,2,Night,8,Procrastination,Tablet,Windows,Commuting,MobileData,High
23,75751,True,True,Students,Urban,TikTok,246,10,ASMR,8,5,26,Night,8,Habit,Computer,Android,Commuting,MobileData,High
27,98915,True,False,WaitStaff,Urban,Instagram,267,17,Memes,8,23,4,Night,8,Procrastination,Computer,iOS,Commuting,MobileData,High
22,74254,True,True,Students,Rural,TikTok,144,7,Gaming,1,17,17,Afternoon,9,Procrastination,Smartphone,iOS,Work,MobileData,High
40,27006,False,False,WaitStaff,Urban,Facebook,231,15,LifeHacks,2,2,17,Night,8,Boredom,Smartphone,MacOS,Home,MobileData,High
27,94218,True,True,WaitStaff,Rural,TikTok,165,1,Pranks,12,9,28,Night,9,Procrastination,Smartphone,iOS,Commuting,MobileData,High
61,85344,True,False,Students,Urban,YouTube,151,11,LifeHacks,15,12,30,Night,3,Procrastination,Smartphone,MacOS,Work,WiFi,Low
