Age,Gender,Country,Income,HasDebt,OwnsProperty,Demographics,Platform,MinutesSpent,NumSessions,NumVideos,ScrollRate,TimeOfDay,ProductivityLoss,Satisfaction,WatchReason,SelfControl,AddictionLevel,CurrentActivity,BinnedProdLoss
21,Male,Japan,69067,True,False,Rural,YouTube,78,9,30,89,Evening,8,2,Boredom,10,0,At school,High
36,Male,Pakistan,78585,True,True,Rural,Instagram,269,2,44,24,Evening,3,7,Habit,5,5,At home,Low
37,Male,United States,41607,False,False,Rural,TikTok,18,5,9,93,Evening,3,7,Procrastination,5,5,At home,Low
50,Female,Japan,44968,False,True,Rural,Facebook,130,8,45,64,Morning,8,2,Habit,10,0,Commuting,High
37,Female,United States,31908,False,False,Rural,Facebook,110,16,49,59,Evening,3,7,Habit,5,5,At home,Low
29,Male,Philippines,46423,False,True,Rural,Facebook,158,16,17,38,Evening,9,1,Boredom,10,0,At school,High
64,Female,Pakistan,94707,True,False,Rural,Instagram,155,13,36,33,Evening,8,2,Boredom,10,0,At work,High
18,Female,India,98257,True,True,Urban,TikTok,252,15,14,10,Afternoon,6,4,Boredom,8,2,At home,Medium
43,Female,India,81215,True,False,Rural,YouTube,250,1,19,37,Evening,6,4,Procrastination,8,2,At school,Medium
31,Female,Philippines,75835,True,True,Rural,YouTube,52,3,7,97,Night,6,4,Habit,8,2,At home,Medium
55,Female,Germany,69429,True,False,Rural,TikTok,104,6,3,87,Night,3,7,Boredom,5,5,Commuting,Low
54,Other,India,58458,True,True,Rural,Instagram,235,14,33,11,Night,8,2,Boredom,10,0,At work,High
28,Female,Indonesia,66169,True,False,Urban,YouTube,15,4,44,24,Evening,6,4,Entertainment,8,2,Commuting,Medium
53,Male,Philippines,27659,False,True,Urban,TikTok,223,18,32,88,Morning,6,4,Habit,8,2,At school,Medium
30,Male,Indonesia,80614,True,False,Rural,YouTube,215,15,47,71,Evening,6,4,Boredom,8,2,At work,Medium
60,Female,India,97240,True,True,Urban,Facebook,76,9,11,21,Afternoon,3,7,Habit,5,5,At home,Low
20,Other,Germany,52793,True,True,Urban,YouTube,109,18,42,20,Afternoon,8,2,Boredom,10,0,Commuting,High
50,Male,Philippines,66473,True,True,Rural,Instagram,21,3,2,10,Night,8,2,Procrastination,10,0,Commuting,High
23,Female,India,75751,True,True,Urban,TikTok,246,10,26,89,Night,8,2,Habit,10,0,Commuting,High
27,Male,United States,98915,True,False,Urban,Instagram,267,17,4,47,Night,8,2,Procrastination,10,0,Commuting,High
22,Male,India,74254,True,True,Rural,TikTok,144,7,17,47,Afternoon,9,1,Procrastination,10,0,At work,High
40,Female,Pakistan,27006,False,False,Urban,Facebook,231,15,17,15,Night,8,2,Boredom,10,0,At home,High
27,Male,India,94218,True,True,Rural,TikTok,165,1,28,44,Night,9,1,Procrastination,10,0,Commuting,High
61,Male,Pakistan,85344,True,False,Urban,YouTube,151,11,30,62,Night,3,7,Procrastination,5,5,At work,Low
19,Male,India,53840,True,True,Urban,YouTube,167,17,40,6,Evening,6,4,Procrastination,8,2,At home,Medium
